622	-296
935	362
342	-227
-1146	-2157
-2465	-3836
-2760	-3897
-2344	-2891
-2128	-2413
-2825	-3289
-4032	-4816
-4839	-5656
-4842	-5255
-4003	-4023
-3119	-3149
-3327	-3730
-4228	-4993
-4667	-5215
-4239	-4286
-3496	-3361
-3389	-3238
-3957	-4028
-4706	-4921
-5039	-5057
-4442	-4238
-3363	-2933
-2778	-2371
-3094	-2748
-3528	-3038
-3226	-2587
-2308	-1524
-1453	-673
-1498	-735
-2372	-1619
-3040	-2258
-2708	-1699
-1506	-316
-397	900
-21	1239
-417	710
-1161	-51
-1449	-354
-1020	235
-207	1335
284	1841
151	1416
-178	804
-606	420
-1022	201
-1179	251
-1113	370
-1017	334
-1038	249
-904	219
-605	413
-641	365
-1170	-285
-1838	-937
-2146	-1196
-1813	-852
-1210	-277
-1099	-365
-1649	-1133
-2383	-1927
-2656	-2104
-2233	-1602
-1594	-1026
-1321	-877
-1527	-1190
-1802	-1611
-1621	-1618
-1058	-1152
-855	-806
-1027	-890
-922	-996
-538	-774
-137	-427
-110	-387
-338	-646
-278	-586
251	100
1346	1101
2363	1893
2620	1964
2330	1658
2409	1850
3454	2866
4603	4049
4910	4204
4230	3283
3205	2246
2898	2007
3466	2753
4212	3476
4674	3807
5005	4194
5315	4568
5615	4891
5859	5044
5923	4939
5994	4998
5985	5244
5747	5225
5267	4582
4316	3304
3518	2353
3731	2722
4467	3757
4549	4058
3477	3059
2162	1597
1814	1080
2328	1716
2819	2423
2506	2006
1174	401
-459	-1187
-1384	-1674
-1197	-1211
-494	-728
-239	-843
-650	-1478
-1355	-2074
-2125	-2515
-2870	-2911
-3187	-3151
-2848	-3217
-2424	-2982
-2405	-2869
-2993	-3452
-4119	-4522
-4996	-5270
-4945	-4935
-4072	-3860
-3187	-3017
-3008	-3123
-3419	-3813
-3821	-4050
-3562	-3439
-2816	-2392
-2386	-2042
-2614	-2608
-3236	-3260
-3217	-3196
-2172	-2085
-1307	-1157
-1555	-1393
-2514	-2247
-3036	-2672
-2349	-1911
-649	-341
878	995
961	1159
-186	254
-1235	-600
-1041	-500
87	463
752	1211
621	1233
248	949
113	770
371	837
643	1070
463	1188
-210	934
-576	662
-169	637
434	830
648	1091
2	917
-1119	291
-1762	-434
-1729	-837
-1110	-564
-500	114
-637	351
-1222	-167
-1769	-838
-2136	-1449
-2169	-1632
-1890	-1155
-1710	-802
-1900	-986
-2091	-1504
-2122	-1764
-2156	-1564
-2288	-1369
-2450	-1410
-2148	-1441
-1436	-1130
-813	-704
-323	-167
-89	324
-198	257
-227	27
71	-2
377	103
581	304
824	525
1163	813
1620	1238
1858	1507
1759	1361
1832	1342
2195	1661
2823	2169
3924	3130
4880	4030
5155	4343
5117	4374
4932	4118
4658	3662
4572	3394
4756	3380
5175	3835
5637	4522
5623	4616
5158	4120
4570	3412
3925	2737
3911	2760
4886	3874
6066	5282
6565	5782
5852	4893
4172	3028
2463	1378
1541	800
1705	1173
2371	1854
2478	1873
1719	1051
783	221
315	-23
109	-3
2	-168
97	-249
112	-225
29	-224
-215	-331
-1073	-1107
-2396	-2433
-3489	-3526
-3700	-3747
-2889	-2870
-2004	-1915
-2204	-2158
-3350	-3353
-4403	-4286
-4530	-4197
-3658	-3275
-2725	-2453
-2653	-2584
-3340	-3462
-4243	-4184
-4678	-4285
-4171	-3737
-3239	-2957
-2683	-2631
-2677	-2645
-2749	-2460
-2474	-2069
-2071	-1820
-1856	-1835
-1803	-1874
-1754	-1679
-1664	-1306
-1443	-1136
-987	-1100
-670	-1025
-803	-1027
-857	-675
-393	60
254	564
874	801
1193	922
1002	941
731	986
559	1007
529	800
535	493
270	266
-51	117
-214	169
-327	226
-345	146
-144	239
-32	394
-149	488
-205	634
-289	571
-614	138
-1192	-479
-1641	-867
-1718	-776
-1722	-564
-1861	-699
-2138	-1223
-2435	-1728
-2775	-1887
-2952	-1691
-2580	-1211
-1963	-777
-1600	-729
-1698	-1046
-2143	-1402
-2564	-1464
-2864	-1501
-2975	-1867
-2590	-2080
-1801	-1643
-1059	-745
-544	222
-174	777
38	683
-34	135
-251	-375
-35	-91
727	875
1437	1548
1753	1566
1735	1238
1720	1206
2143	1906
3105	2936
4297	3698
5149	4023
5268	4029
5016	4079
5120	4438
5494	4710
5605	4491
5341	3807
5019	3276
5171	3697
5889	4734
6642	5507
6687	5347
5826	4213
4764	3066
4318	2734
4629	3264
5158	3952
5273	4038
4748	3454
3812	2578
2945	1783
2573	1403
2499	1400
2139	1153
1613	715
1139	387
509	-63
-130	-614
-619	-1141
-895	-1354
-1018	-1310
-1400	-1572
-2027	-2105
-2713	-2631
-3317	-3055
-3460	-3106
-3273	-2890
-3395	-3039
-4103	-3681
-4847	-4252
-4962	-4188
-4604	-3727
-4328	-3562
-4475	-3909
-5135	-4738
-5705	-5264
-5407	-4699
-4600	-3686
-4031	-3071
-4024	-3233
-4528	-3931
-4790	-4268
-4108	-3721
-2931	-2584
-2300	-1743
-2642	-1868
-3359	-2554
-3470	-2783
-2832	-2426
-1880	-1918
-969	-1213
-561	-509
-751	-265
-848	-376
-129	-94
883	637
1178	983
876	772
624	453
665	419
868	622
1024	924
980	1164
586	737
92	-207
115	-564
499	33
564	697
193	708
-230	287
-226	-81
49	-98
105	67
-237	79
-866	-242
-1341	-813
-1401	-982
-1051	-491
-884	-150
-1393	-618
-2159	-1556
-2846	-2237
-2964	-2127
-2306	-1107
-1626	-136
-1737	-463
-2558	-1762
-3277	-2687
-3396	-2518
-2860	-1540
-2084	-558
-1548	-192
-1342	-340
-1379	-565
-1112	-435
-290	356
408	1119
630	1310
822	1540
1118	1845
1366	1832
1574	1684
1678	1580
1857	1683
2380	2223
3196	3066
4193	3940
5074	4627
5305	4687
4967	4011
4717	3303
4911	3262
5579	4146
6394	5488
6936	6211
7037	5797
6621	4675
6068	3766
5901	3706
6320	4513
7005	5539
7257	5715
6884	4912
5982	3847
5014	3042
4523	2797
4442	2934
4450	2903
3941	2547
2996	1947
2357	1360
2311	1185
2396	1090
1705	527
258	-477
-1140	-1564
-1787	-2197
-1612	-2193
-1175	-1757
-929	-1198
-1483	-1272
-2848	-2379
-4014	-3689
-4568	-4329
-4670	-4140
-4231	-3411
-3611	-2815
-3501	-2930
-4140	-3726
-5249	-4664
-6000	-5027
-5903	-4569
-5491	-4040
-5328	-4100
-5368	-4398
-5383	-4427
-5277	-4105
-4855	-3460
-4292	-2881
-4224	-2961
-4420	-3400
-4189	-3411
-3391	-2676
-2379	-1587
-1860	-948
-2090	-1178
-2547	-1813
-2627	-2040
-2239	-1664
-1452	-946
-730	-482
-566	-575
-402	-461
104	236
648	944
972	1152
944	741
673	53
515	-193
774	308
1143	1010
1212	1179
699	485
-146	-539
-530	-970
-420	-790
-245	-586
-161	-530
-215	-513
-445	-508
-706	-492
-835	-551
-1101	-913
-1678	-1568
-2281	-2135
-2543	-2148
-2224	-1583
-1749	-1007
-1827	-995
-2339	-1461
-2933	-1997
-3345	-2395
-3241	-2353
-2841	-1905
-2715	-1639
-2963	-1672
-3015	-1626
-2572	-1337
-2179	-1068
-2244	-1121
-2434	-1228
-2262	-925
-1524	-91
-296	1116
947	2111
1420	2237
931	1557
355	976
613	1393
1771	2589
3066	3680
3791	4174
3934	4071
3792	3758
3829	3743
4332	4171
5127	4709
5957	5102
6643	5528
7042	5930
7064	5923
6726	5394
6117	4557
5638	3959
5902	4179
6895	5157
7959	6208
8348	6529
7821	5801
6921	4673
6193	3999
5856	3840
5952	3950
6130	4090
5948	3820
5213	3003
4082	1907
2974	998
2197	640
1937	565
2043	521
1937	417
1322	36
464	-458
-121	-870
-431	-1229
-967	-1855
-1951	-2868
-3022	-3618
-3495	-3680
-3526	-3345
-3766	-3305
-4343	-3887
-4943	-4533
-5139	-4609
-4997	-4186
-4737	-3757
-4693	-3692
-4980	-4002
-5198	-4169
-5217	-3912
-5028	-3550
-5029	-3577
-5688	-4401
-6239	-5136
-5721	-4436
-4566	-2824
-3656	-1666
-3358	-1606
-3763	-2495
-4213	-3236
-3932	-2883
-2932	-1679
-1784	-624
-1384	-577
-1840	-1364
-2373	-1952
-2463	-1820
-1968	-1261
-1151	-539
-567	-136
-369	-177
-32	33
645	638
1141	1047
1256	951
1169	798
978	697
796	419
707	80
555	-220
57	-492
-732	-963
-1074	-1195
-411	-660
431	-22
472	-49
-281	-693
-1424	-1560
-2282	-2309
-2289	-2299
-1591	-1465
-1083	-780
-1491	-1125
-2562	-2407
-3605	-3514
-3917	-3551
-3354	-2510
-2545	-1253
-2054	-780
-2132	-1286
-2698	-2282
-3367	-2865
-3692	-2703
-3395	-2116
-2641	-1314
-1994	-747
-1852	-747
-1848	-935
-1742	-871
-1882	-764
-1935	-603
-1232	210
153	1563
1505	2635
2205	2857
2302	2555
2017	2369
1688	2371
2017	2735
3171	3618
4192	4407
4382	4421
4461	4256
5196	4863
6409	5957
7602	6876
8208	7225
7964	6951
7449	6357
7411	5923
7954	6006
8454	6234
8150	6099
7318	5539
6688	4900
6513	4523
6872	4520
7466	4961
7795	5519
7765	5762
7549	5550
6963	4790
5809	3522
4732	2374
4372	2083
4472	2358
4173	2159
2901	900
1164	-720
-112	-1640
-458	-1534
113	-719
748	-217
306	-810
-1152	-2223
-2496	-3396
-2913	-3464
-2752	-2913
-2816	-2722
-3420	-3209
-4339	-4092
-5139	-4866
-5491	-5042
-5224	-4456
-4803	-3760
-4932	-3687
